항목,단위,성별,연령대,백분위,값
HDL,mg/dL,남,50~54세,72,59.3
HDL,mg/dL,남,50~54세,73,59.6
HDL,mg/dL,남,50~54세,74,60
HDL,mg/dL,남,50~54세,75,60.6
HDL,mg/dL,남,50~54세,76,61.3
HDL,mg/dL,남,50~54세,77,61.9
HDL,mg/dL,남,50~54세,78,62.5
HDL,mg/dL,남,50~54세,79,63.2
HDL,mg/dL,남,50~54세,80,63.8
HDL,mg/dL,남,50~54세,81,64.5
HDL,mg/dL,남,50~54세,82,65.1
HDL,mg/dL,남,50~54세,83,65.7
HDL,mg/dL,남,50~54세,84,66.4
HDL,mg/dL,남,50~54세,85,67
HDL,mg/dL,남,50~54세,86,67.7
HDL,mg/dL,남,50~54세,87,68.3
HDL,mg/dL,남,50~54세,88,69
HDL,mg/dL,남,50~54세,89,69.6
HDL,mg/dL,남,50~54세,90,70.6
HDL,mg/dL,남,50~54세,91,72.1
HDL,mg/dL,남,50~54세,92,73.6
HDL,mg/dL,남,50~54세,93,75.1
HDL,mg/dL,남,50~54세,94,76.7
HDL,mg/dL,남,50~54세,95,78.2
HDL,mg/dL,남,50~54세,96,79.7
HDL,mg/dL,남,50~54세,97,83.3
HDL,mg/dL,남,50~54세,98,87.4
HDL,mg/dL,남,50~54세,99,97.8
HDL,mg/dL,남,50~54세,100,120
HDL,mg/dL,여,50~54세,1,33.4
HDL,mg/dL,여,50~54세,2,37.4
HDL,mg/dL,여,50~54세,3,40.3
HDL,mg/dL,여,50~54세,4,41.1
HDL,mg/dL,여,50~54세,5,41.9
HDL,mg/dL,여,50~54세,6,42.7
HDL,mg/dL,여,50~54세,7,43.5
HDL,mg/dL,여,50~54세,8,44.4
HDL,mg/dL,여,50~54세,9,45.2
HDL,mg/dL,여,50~54세,10,46
HDL,mg/dL,여,50~54세,11,46.8
HDL,mg/dL,여,50~54세,12,47.6
HDL,mg/dL,여,50~54세,13,48.4
HDL,mg/dL,여,50~54세,14,49.2
HDL,mg/dL,여,50~54세,15,50
HDL,mg/dL,여,50~54세,16,50.5
HDL,mg/dL,여,50~54세,17,50.9
HDL,mg/dL,여,50~54세,18,51.3
HDL,mg/dL,여,50~54세,19,51.7
HDL,mg/dL,여,50~54세,20,52.2
HDL,mg/dL,여,50~54세,21,52.6
HDL,mg/dL,여,50~54세,22,53
HDL,mg/dL,여,50~54세,23,53.4
HDL,mg/dL,여,50~54세,24,53.9
HDL,mg/dL,여,50~54세,25,54.3
HDL,mg/dL,여,50~54세,26,54.7
HDL,mg/dL,여,50~54세,27,55.1
HDL,mg/dL,여,50~54세,28,55.6
HDL,mg/dL,여,50~54세,29,56
HDL,mg/dL,여,50~54세,30,56.4
HDL,mg/dL,여,50~54세,31,56.8
HDL,mg/dL,여,50~54세,32,57.3
HDL,mg/dL,여,50~54세,33,57.7
HDL,mg/dL,여,50~54세,34,58.1
HDL,mg/dL,여,50~54세,35,58.5
HDL,mg/dL,여,50~54세,36,59
HDL,mg/dL,여,50~54세,37,59.4
HDL,mg/dL,여,50~54세,38,59.8
HDL,mg/dL,여,50~54세,39,60.2
HDL,mg/dL,여,50~54세,40,60.6
HDL,mg/dL,여,50~54세,41,61
HDL,mg/dL,여,50~54세,42,61.4
HDL,mg/dL,여,50~54세,43,61.8
HDL,mg/dL,여,50~54세,44,62.2
HDL,mg/dL,여,50~54세,45,62.6
HDL,mg/dL,여,50~54세,46,63
HDL,mg/dL,여,50~54세,47,63.4
HDL,mg/dL,여,50~54세,48,63.8
HDL,mg/dL,여,50~54세,49,64.2
HDL,mg/dL,여,50~54세,50,64.6
HDL,mg/dL,여,50~54세,51,65
HDL,mg/dL,여,50~54세,52,65.4
HDL,mg/dL,여,50~54세,53,65.8
HDL,mg/dL,여,50~54세,54,66.2
HDL,mg/dL,여,50~54세,55,66.6
HDL,mg/dL,여,50~54세,56,67
HDL,mg/dL,여,50~54세,57,67.4
HDL,mg/dL,여,50~54세,58,67.8
HDL,mg/dL,여,50~54세,59,68.2
HDL,mg/dL,여,50~54세,60,68.6
HDL,mg/dL,여,50~54세,61,69
HDL,mg/dL,여,50~54세,62,69.4
HDL,mg/dL,여,50~54세,63,69.8
HDL,mg/dL,여,50~54세,64,70.3
HDL,mg/dL,여,50~54세,65,70.8
HDL,mg/dL,여,50~54세,66,71.3
HDL,mg/dL,여,50~54세,67,71.9
HDL,mg/dL,여,50~54세,68,72.4
HDL,mg/dL,여,50~54세,69,73
HDL,mg/dL,여,50~54세,70,73.5
HDL,mg/dL,여,50~54세,71,74
HDL,mg/dL,여,50~54세,72,74.6
HDL,mg/dL,여,50~54세,73,75.1
HDL,mg/dL,여,50~54세,74,75.6
HDL,mg/dL,여,50~54세,75,76.2
HDL,mg/dL,여,50~54세,76,76.7
HDL,mg/dL,여,50~54세,77,77.3
HDL,mg/dL,여,50~54세,78,77.8
HDL,mg/dL,여,50~54세,79,78.3
HDL,mg/dL,여,50~54세,80,78.9
HDL,mg/dL,여,50~54세,81,79.4
HDL,mg/dL,여,50~54세,82,80
HDL,mg/dL,여,50~54세,83,80.9
HDL,mg/dL,여,50~54세,84,81.9
HDL,mg/dL,여,50~54세,85,82.8
HDL,mg/dL,여,50~54세,86,83.8
HDL,mg/dL,여,50~54세,87,84.8
HDL,mg/dL,여,50~54세,88,85.8
HDL,mg/dL,여,50~54세,89,86.7
HDL,mg/dL,여,50~54세,90,87.7
HDL,mg/dL,여,50~54세,91,88.7
HDL,mg/dL,여,50~54세,92,89.7
HDL,mg/dL,여,50~54세,93,92.6
HDL,mg/dL,여,50~54세,94,96.5
HDL,mg/dL,여,50~54세,95,100.4
HDL,mg/dL,여,50~54세,96,104.3
HDL,mg/dL,여,50~54세,97,108.2
HDL,mg/dL,여,50~54세,98,112.2
HDL,mg/dL,여,50~54세,99,116.1
HDL,mg/dL,여,50~54세,100,120
HDL,mg/dL,남,55~59세,1,30.1
HDL,mg/dL,남,55~59세,2,30.9
HDL,mg/dL,남,55~59세,3,31.7
HDL,mg/dL,남,55~59세,4,32.5
HDL,mg/dL,남,55~59세,5,33.4
HDL,mg/dL,남,55~59세,6,34.2
HDL,mg/dL,남,55~59세,7,35
HDL,mg/dL,남,55~59세,8,35.8
HDL,mg/dL,남,55~59세,9,36.6
HDL,mg/dL,남,55~59세,10,37.4
HDL,mg/dL,남,55~59세,11,38.2
HDL,mg/dL,남,55~59세,12,39
HDL,mg/dL,남,55~59세,13,39.8
HDL,mg/dL,남,55~59세,14,40.2
HDL,mg/dL,남,55~59세,15,40.6
HDL,mg/dL,남,55~59세,16,40.9
HDL,mg/dL,남,55~59세,17,41.2
HDL,mg/dL,남,55~59세,18,41.5
HDL,mg/dL,남,55~59세,19,41.8
HDL,mg/dL,남,55~59세,20,42.1
HDL,mg/dL,남,55~59세,21,42.4
HDL,mg/dL,남,55~59세,22,42.7
HDL,mg/dL,남,55~59세,23,43
HDL,mg/dL,남,55~59세,24,43.4
HDL,mg/dL,남,55~59세,25,43.7
HDL,mg/dL,남,55~59세,26,44
HDL,mg/dL,남,55~59세,27,44.3
HDL,mg/dL,남,55~59세,28,44.6
HDL,mg/dL,남,55~59세,29,44.9
HDL,mg/dL,남,55~59세,30,45.2
HDL,mg/dL,남,55~59세,31,45.5
HDL,mg/dL,남,55~59세,32,45.8
HDL,mg/dL,남,55~59세,33,46.2
HDL,mg/dL,남,55~59세,34,46.5
HDL,mg/dL,남,55~59세,35,46.8
HDL,mg/dL,남,55~59세,36,47.1
HDL,mg/dL,남,55~59세,37,47.4
HDL,mg/dL,남,55~59세,38,47.7
HDL,mg/dL,남,55~59세,39,48
HDL,mg/dL,남,55~59세,40,48.3
HDL,mg/dL,남,55~59세,41,48.6
HDL,mg/dL,남,55~59세,42,49
HDL,mg/dL,남,55~59세,43,49.3
HDL,mg/dL,남,55~59세,44,49.6
HDL,mg/dL,남,55~59세,45,49.9
HDL,mg/dL,남,55~59세,46,50.2
HDL,mg/dL,남,55~59세,47,50.6
HDL,mg/dL,남,55~59세,48,50.9
HDL,mg/dL,남,55~59세,49,51.3
HDL,mg/dL,남,55~59세,50,51.6
HDL,mg/dL,남,55~59세,51,52
HDL,mg/dL,남,55~59세,52,52.3
HDL,mg/dL,남,55~59세,53,52.7
HDL,mg/dL,남,55~59세,54,53
HDL,mg/dL,남,55~59세,55,53.4
HDL,mg/dL,남,55~59세,56,53.7
HDL,mg/dL,남,55~59세,57,54.1
HDL,mg/dL,남,55~59세,58,54.4
HDL,mg/dL,남,55~59세,59,54.8
HDL,mg/dL,남,55~59세,60,55.1
HDL,mg/dL,남,55~59세,61,55.5
HDL,mg/dL,남,55~59세,62,55.8
HDL,mg/dL,남,55~59세,63,56.2
HDL,mg/dL,남,55~59세,64,56.5
HDL,mg/dL,남,55~59세,65,56.9
HDL,mg/dL,남,55~59세,66,57.2
HDL,mg/dL,남,55~59세,67,57.5
HDL,mg/dL,남,55~59세,68,57.9
HDL,mg/dL,남,55~59세,69,58.2
HDL,mg/dL,남,55~59세,70,58.6
HDL,mg/dL,남,55~59세,71,58.9
HDL,mg/dL,남,55~59세,72,59.3
HDL,mg/dL,남,55~59세,73,59.6
HDL,mg/dL,남,55~59세,74,60
HDL,mg/dL,남,55~59세,75,60.6
HDL,mg/dL,남,55~59세,76,61.3
HDL,mg/dL,남,55~59세,77,61.9
HDL,mg/dL,남,55~59세,78,62.6
HDL,mg/dL,남,55~59세,79,63.2
HDL,mg/dL,남,55~59세,80,63.8
HDL,mg/dL,남,55~59세,81,64.5
HDL,mg/dL,남,55~59세,82,65.1
HDL,mg/dL,남,55~59세,83,65.8
HDL,mg/dL,남,55~59세,84,66.4
HDL,mg/dL,남,55~59세,85,67
HDL,mg/dL,남,55~59세,86,67.7
HDL,mg/dL,남,55~59세,87,68.3
HDL,mg/dL,남,55~59세,88,69
HDL,mg/dL,남,55~59세,89,69.6
HDL,mg/dL,남,55~59세,90,70.6
HDL,mg/dL,남,55~59세,91,72.1
HDL,mg/dL,남,55~59세,92,73.6
HDL,mg/dL,남,55~59세,93,75.1
HDL,mg/dL,남,55~59세,94,76.6
HDL,mg/dL,남,55~59세,95,78.1
HDL,mg/dL,남,55~59세,96,79.6
HDL,mg/dL,남,55~59세,97,83.1
HDL,mg/dL,남,55~59세,98,87.2
HDL,mg/dL,남,55~59세,99,97
HDL,mg/dL,남,55~59세,100,120
HDL,mg/dL,여,55~59세,1,32.6
HDL,mg/dL,여,55~59세,2,35.7
HDL,mg/dL,여,55~59세,3,38.9
HDL,mg/dL,여,55~59세,4,40.4
HDL,mg/dL,여,55~59세,5,41.1
HDL,mg/dL,여,55~59세,6,41.8
HDL,mg/dL,여,55~59세,7,42.5
HDL,mg/dL,여,55~59세,8,43.2
HDL,mg/dL,여,55~59세,9,43.9
HDL,mg/dL,여,55~59세,10,44.5
HDL,mg/dL,여,55~59세,11,45.2
HDL,mg/dL,여,55~59세,12,45.9
HDL,mg/dL,여,55~59세,13,46.6
HDL,mg/dL,여,55~59세,14,47.3
HDL,mg/dL,여,55~59세,15,47.9
HDL,mg/dL,여,55~59세,16,48.6
HDL,mg/dL,여,55~59세,17,49.3
HDL,mg/dL,여,55~59세,18,50
HDL,mg/dL,여,55~59세,19,50.4
HDL,mg/dL,여,55~59세,20,50.8
HDL,mg/dL,여,55~59세,21,51.2
HDL,mg/dL,여,55~59세,22,51.5
HDL,mg/dL,여,55~59세,23,51.9
HDL,mg/dL,여,55~59세,24,52.3
HDL,mg/dL,여,55~59세,25,52.7
HDL,mg/dL,여,55~59세,26,53.1
HDL,mg/dL,여,55~59세,27,53.5
HDL,mg/dL,여,55~59세,28,53.9
HDL,mg/dL,여,55~59세,29,54.3
HDL,mg/dL,여,55~59세,30,54.7
HDL,mg/dL,여,55~59세,31,55
HDL,mg/dL,여,55~59세,32,55.4
HDL,mg/dL,여,55~59세,33,55.8
HDL,mg/dL,여,55~59세,34,56.2
HDL,mg/dL,여,55~59세,35,56.6
HDL,mg/dL,여,55~59세,36,57
HDL,mg/dL,여,55~59세,37,57.4
HDL,mg/dL,여,55~59세,38,57.8
HDL,mg/dL,여,55~59세,39,58.2
HDL,mg/dL,여,55~59세,40,58.5
HDL,mg/dL,여,55~59세,41,58.9
HDL,mg/dL,여,55~59세,42,59.3
HDL,mg/dL,여,55~59세,43,59.7
HDL,mg/dL,여,55~59세,44,60.1
HDL,mg/dL,여,55~59세,45,60.5
HDL,mg/dL,여,55~59세,46,60.9
HDL,mg/dL,여,55~59세,47,61.3
HDL,mg/dL,여,55~59세,48,61.7
HDL,mg/dL,여,55~59세,49,62.1
HDL,mg/dL,여,55~59세,50,62.5
HDL,mg/dL,여,55~59세,51,62.9
HDL,mg/dL,여,55~59세,52,63.3
HDL,mg/dL,여,55~59세,53,63.7
HDL,mg/dL,여,55~59세,54,64.1
HDL,mg/dL,여,55~59세,55,64.5
HDL,mg/dL,여,55~59세,56,64.9
HDL,mg/dL,여,55~59세,57,65.3
HDL,mg/dL,여,55~59세,58,65.7
HDL,mg/dL,여,55~59세,59,66.1
HDL,mg/dL,여,55~59세,60,66.5
HDL,mg/dL,여,55~59세,61,66.9
HDL,mg/dL,여,55~59세,62,67.3
HDL,mg/dL,여,55~59세,63,67.7
HDL,mg/dL,여,55~59세,64,68.1
HDL,mg/dL,여,55~59세,65,68.5
HDL,mg/dL,여,55~59세,66,68.9
HDL,mg/dL,여,55~59세,67,69.3
HDL,mg/dL,여,55~59세,68,69.7
HDL,mg/dL,여,55~59세,69,70.1
HDL,mg/dL,여,55~59세,70,70.7
HDL,mg/dL,여,55~59세,71,71.3
HDL,mg/dL,여,55~59세,72,71.9
HDL,mg/dL,여,55~59세,73,72.5
HDL,mg/dL,여,55~59세,74,73.1
HDL,mg/dL,여,55~59세,75,73.7
HDL,mg/dL,여,55~59세,76,74.3
HDL,mg/dL,여,55~59세,77,74.9
HDL,mg/dL,여,55~59세,78,75.5
HDL,mg/dL,여,55~59세,79,76.1
HDL,mg/dL,여,55~59세,80,76.7
HDL,mg/dL,여,55~59세,81,77.3
HDL,mg/dL,여,55~59세,82,77.9
HDL,mg/dL,여,55~59세,83,78.5
HDL,mg/dL,여,55~59세,84,79.1
HDL,mg/dL,여,55~59세,85,79.7
HDL,mg/dL,여,55~59세,86,80.6
HDL,mg/dL,여,55~59세,87,81.7
HDL,mg/dL,여,55~59세,88,82.9
HDL,mg/dL,여,55~59세,89,84
HDL,mg/dL,여,55~59세,90,85.2
HDL,mg/dL,여,55~59세,91,86.3
HDL,mg/dL,여,55~59세,92,87.5
HDL,mg/dL,여,55~59세,93,88.7
HDL,mg/dL,여,55~59세,94,89.8
HDL,mg/dL,여,55~59세,95,94.3
HDL,mg/dL,여,55~59세,96,99.4
HDL,mg/dL,여,55~59세,97,104.6
HDL,mg/dL,여,55~59세,98,109.7
HDL,mg/dL,여,55~59세,99,114.9
HDL,mg/dL,여,55~59세,100,120
HDL,mg/dL,남,60~64세,1,30.1
HDL,mg/dL,남,60~64세,2,30.8
HDL,mg/dL,남,60~64세,3,31.6
HDL,mg/dL,남,60~64세,4,32.4
HDL,mg/dL,남,60~64세,5,33.2
HDL,mg/dL,남,60~64세,6,34
HDL,mg/dL,남,60~64세,7,34.8
HDL,mg/dL,남,60~64세,8,35.6
HDL,mg/dL,남,60~64세,9,36.4
HDL,mg/dL,남,60~64세,10,37.1
HDL,mg/dL,남,60~64세,11,37.9
HDL,mg/dL,남,60~64세,12,38.7
HDL,mg/dL,남,60~64세,13,39.5
HDL,mg/dL,남,60~64세,14,40.1
HDL,mg/dL,남,60~64세,15,40.4
HDL,mg/dL,남,60~64세,16,40.8
HDL,mg/dL,남,60~64세,17,41.1
HDL,mg/dL,남,60~64세,18,41.4
HDL,mg/dL,남,60~64세,19,41.7
HDL,mg/dL,남,60~64세,20,42
HDL,mg/dL,남,60~64세,21,42.4
HDL,mg/dL,남,60~64세,22,42.7
HDL,mg/dL,남,60~64세,23,43
HDL,mg/dL,남,60~64세,24,43.3
HDL,mg/dL,남,60~64세,25,43.6
HDL,mg/dL,남,60~64세,26,44
HDL,mg/dL,남,60~64세,27,44.3
HDL,mg/dL,남,60~64세,28,44.6
HDL,mg/dL,남,60~64세,29,44.9
HDL,mg/dL,남,60~64세,30,45.2
HDL,mg/dL,남,60~64세,31,45.6
HDL,mg/dL,남,60~64세,32,45.9
HDL,mg/dL,남,60~64세,33,46.2
HDL,mg/dL,남,60~64세,34,46.5
HDL,mg/dL,남,60~64세,35,46.8
HDL,mg/dL,남,60~64세,36,47.1
HDL,mg/dL,남,60~64세,37,47.5
HDL,mg/dL,남,60~64세,38,47.8
HDL,mg/dL,남,60~64세,39,48.1
HDL,mg/dL,남,60~64세,40,48.4
HDL,mg/dL,남,60~64세,41,48.7
HDL,mg/dL,남,60~64세,42,49.1
HDL,mg/dL,남,60~64세,43,49.4
HDL,mg/dL,남,60~64세,44,49.7
HDL,mg/dL,남,60~64세,45,50
HDL,mg/dL,남,60~64세,46,50.4
HDL,mg/dL,남,60~64세,47,50.7
HDL,mg/dL,남,60~64세,48,51.1
HDL,mg/dL,남,60~64세,49,51.4
HDL,mg/dL,남,60~64세,50,51.8
HDL,mg/dL,남,60~64세,51,52.1
HDL,mg/dL,남,60~64세,52,52.5
HDL,mg/dL,남,60~64세,53,52.8
HDL,mg/dL,남,60~64세,54,53.2
HDL,mg/dL,남,60~64세,55,53.5
HDL,mg/dL,남,60~64세,56,53.9
HDL,mg/dL,남,60~64세,57,54.2
HDL,mg/dL,남,60~64세,58,54.6
HDL,mg/dL,남,60~64세,59,54.9
HDL,mg/dL,남,60~64세,60,55.3
HDL,mg/dL,남,60~64세,61,55.6
HDL,mg/dL,남,60~64세,62,56
HDL,mg/dL,남,60~64세,63,56.3
HDL,mg/dL,남,60~64세,64,56.7
HDL,mg/dL,남,60~64세,65,57
HDL,mg/dL,남,60~64세,66,57.4
HDL,mg/dL,남,60~64세,67,57.8
HDL,mg/dL,남,60~64세,68,58.1
HDL,mg/dL,남,60~64세,69,58.5
HDL,mg/dL,남,60~64세,70,58.8
HDL,mg/dL,남,60~64세,71,59.2
HDL,mg/dL,남,60~64세,72,59.5
HDL,mg/dL,남,60~64세,73,59.9
HDL,mg/dL,남,60~64세,74,60.4
HDL,mg/dL,남,60~64세,75,61
HDL,mg/dL,남,60~64세,76,61.6
HDL,mg/dL,남,60~64세,77,62.3
HDL,mg/dL,남,60~64세,78,62.9
HDL,mg/dL,남,60~64세,79,63.5
HDL,mg/dL,남,60~64세,80,64.2
HDL,mg/dL,남,60~64세,81,64.8
HDL,mg/dL,남,60~64세,82,65.4
HDL,mg/dL,남,60~64세,83,66.1
HDL,mg/dL,남,60~64세,84,66.7
HDL,mg/dL,남,60~64세,85,67.3
HDL,mg/dL,남,60~64세,86,68
HDL,mg/dL,남,60~64세,87,68.6
HDL,mg/dL,남,60~64세,88,69.2
HDL,mg/dL,남,60~64세,89,69.8
HDL,mg/dL,남,60~64세,90,71.1
HDL,mg/dL,남,60~64세,91,72.6
HDL,mg/dL,남,60~64세,92,74
HDL,mg/dL,남,60~64세,93,75.5
HDL,mg/dL,남,60~64세,94,76.9
HDL,mg/dL,남,60~64세,95,78.4
HDL,mg/dL,남,60~64세,96,79.9
HDL,mg/dL,남,60~64세,97,83.6
HDL,mg/dL,남,60~64세,98,87.5
HDL,mg/dL,남,60~64세,99,98.2
HDL,mg/dL,남,60~64세,100,120
HDL,mg/dL,여,60~64세,1,31.9
HDL,mg/dL,여,60~64세,2,34.3
HDL,mg/dL,여,60~64세,3,36.8
HDL,mg/dL,여,60~64세,4,39.3
HDL,mg/dL,여,60~64세,5,40.4
HDL,mg/dL,여,60~64세,6,41
HDL,mg/dL,여,60~64세,7,41.6
HDL,mg/dL,여,60~64세,8,42.2
HDL,mg/dL,여,60~64세,9,42.8
HDL,mg/dL,여,60~64세,10,43.3
HDL,mg/dL,여,60~64세,11,43.9
HDL,mg/dL,여,60~64세,12,44.5
HDL,mg/dL,여,60~64세,13,45.1
HDL,mg/dL,여,60~64세,14,45.7
HDL,mg/dL,여,60~64세,15,46.3
HDL,mg/dL,여,60~64세,16,46.9
HDL,mg/dL,여,60~64세,17,47.4
HDL,mg/dL,여,60~64세,18,48
HDL,mg/dL,여,60~64세,19,48.6
HDL,mg/dL,여,60~64세,20,49.2
HDL,mg/dL,여,60~64세,21,49.8
HDL,mg/dL,여,60~64세,22,50.2
HDL,mg/dL,여,60~64세,23,50.6
HDL,mg/dL,여,60~64세,24,51
HDL,mg/dL,여,60~64세,25,51.3
HDL,mg/dL,여,60~64세,26,51.7
HDL,mg/dL,여,60~64세,27,52
HDL,mg/dL,여,60~64세,28,52.4
HDL,mg/dL,여,60~64세,29,52.8
HDL,mg/dL,여,60~64세,30,53.1
HDL,mg/dL,여,60~64세,31,53.5
HDL,mg/dL,여,60~64세,32,53.8
HDL,mg/dL,여,60~64세,33,54.2
HDL,mg/dL,여,60~64세,34,54.6
HDL,mg/dL,여,60~64세,35,54.9
HDL,mg/dL,여,60~64세,36,55.3
HDL,mg/dL,여,60~64세,37,55.7
HDL,mg/dL,여,60~64세,38,56
HDL,mg/dL,여,60~64세,39,56.4
HDL,mg/dL,여,60~64세,40,56.7
HDL,mg/dL,여,60~64세,41,57.1
HDL,mg/dL,여,60~64세,42,57.5
HDL,mg/dL,여,60~64세,43,57.8
HDL,mg/dL,여,60~64세,44,58.2
HDL,mg/dL,여,60~64세,45,58.6
HDL,mg/dL,여,60~64세,46,58.9
HDL,mg/dL,여,60~64세,47,59.3
HDL,mg/dL,여,60~64세,48,59.6
HDL,mg/dL,여,60~64세,49,60
HDL,mg/dL,여,60~64세,50,60.4
HDL,mg/dL,여,60~64세,51,60.8
HDL,mg/dL,여,60~64세,52,61.2
HDL,mg/dL,여,60~64세,53,61.6
HDL,mg/dL,여,60~64세,54,62.1
HDL,mg/dL,여,60~64세,55,62.5
HDL,mg/dL,여,60~64세,56,62.9
HDL,mg/dL,여,60~64세,57,63.3
HDL,mg/dL,여,60~64세,58,63.7
HDL,mg/dL,여,60~64세,59,64.1
HDL,mg/dL,여,60~64세,60,64.5
HDL,mg/dL,여,60~64세,61,64.9
HDL,mg/dL,여,60~64세,62,65.3
HDL,mg/dL,여,60~64세,63,65.7
HDL,mg/dL,여,60~64세,64,66.1
HDL,mg/dL,여,60~64세,65,66.5
HDL,mg/dL,여,60~64세,66,67
HDL,mg/dL,여,60~64세,67,67.4
HDL,mg/dL,여,60~64세,68,67.8
HDL,mg/dL,여,60~64세,69,68.2
HDL,mg/dL,여,60~64세,70,68.6
HDL,mg/dL,여,60~64세,71,69
HDL,mg/dL,여,60~64세,72,69.4
HDL,mg/dL,여,60~64세,73,69.8
HDL,mg/dL,여,60~64세,74,70.4
HDL,mg/dL,여,60~64세,75,71
HDL,mg/dL,여,60~64세,76,71.7
HDL,mg/dL,여,60~64세,77,72.4
HDL,mg/dL,여,60~64세,78,73
HDL,mg/dL,여,60~64세,79,73.7
HDL,mg/dL,여,60~64세,80,74.4
HDL,mg/dL,여,60~64세,81,75
HDL,mg/dL,여,60~64세,82,75.7
HDL,mg/dL,여,60~64세,83,76.4
HDL,mg/dL,여,60~64세,84,77
HDL,mg/dL,여,60~64세,85,77.7
HDL,mg/dL,여,60~64세,86,78.4
HDL,mg/dL,여,60~64세,87,79
HDL,mg/dL,여,60~64세,88,79.7
HDL,mg/dL,여,60~64세,89,80.8
HDL,mg/dL,여,60~64세,90,82.2
HDL,mg/dL,여,60~64세,91,83.6
HDL,mg/dL,여,60~64세,92,85
HDL,mg/dL,여,60~64세,93,86.4
HDL,mg/dL,여,60~64세,94,87.8
HDL,mg/dL,여,60~64세,95,89.2
HDL,mg/dL,여,60~64세,96,92.8
HDL,mg/dL,여,60~64세,97,99.6
HDL,mg/dL,여,60~64세,98,106.4
HDL,mg/dL,여,60~64세,99,113.2
HDL,mg/dL,여,60~64세,100,120
HDL,mg/dL,남,65~69세,1,26.7
HDL,mg/dL,남,65~69세,2,30.5
HDL,mg/dL,남,65~69세,3,31.2
HDL,mg/dL,남,65~69세,4,32
HDL,mg/dL,남,65~69세,5,32.7
HDL,mg/dL,남,65~69세,6,33.4
HDL,mg/dL,남,65~69세,7,34.1
HDL,mg/dL,남,65~69세,8,34.8
HDL,mg/dL,남,65~69세,9,35.6
HDL,mg/dL,남,65~69세,10,36.3
HDL,mg/dL,남,65~69세,11,37
HDL,mg/dL,남,65~69세,12,37.7
HDL,mg/dL,남,65~69세,13,38.4
HDL,mg/dL,남,65~69세,14,39.2
HDL,mg/dL,남,65~69세,15,39.9
HDL,mg/dL,남,65~69세,16,40.3
HDL,mg/dL,남,65~69세,17,40.6
HDL,mg/dL,남,65~69세,18,40.9
HDL,mg/dL,남,65~69세,19,41.2
HDL,mg/dL,남,65~69세,20,41.6
HDL,mg/dL,남,65~69세,21,41.9
HDL,mg/dL,남,65~69세,22,42.2
HDL,mg/dL,남,65~69세,23,42.5
HDL,mg/dL,남,65~69세,24,42.8
HDL,mg/dL,남,65~69세,25,43.2
HDL,mg/dL,남,65~69세,26,43.5
HDL,mg/dL,남,65~69세,27,43.8
HDL,mg/dL,남,65~69세,28,44.1
HDL,mg/dL,남,65~69세,29,44.4
HDL,mg/dL,남,65~69세,30,44.8
HDL,mg/dL,남,65~69세,31,45.1
HDL,mg/dL,남,65~69세,32,45.4
HDL,mg/dL,남,65~69세,33,45.7
HDL,mg/dL,남,65~69세,34,46.1
HDL,mg/dL,남,65~69세,35,46.4
HDL,mg/dL,남,65~69세,36,46.7
HDL,mg/dL,남,65~69세,37,47
HDL,mg/dL,남,65~69세,38,47.3
HDL,mg/dL,남,65~69세,39,47.7
HDL,mg/dL,남,65~69세,40,48
HDL,mg/dL,남,65~69세,41,48.3
HDL,mg/dL,남,65~69세,42,48.6
HDL,mg/dL,남,65~69세,43,48.9
HDL,mg/dL,남,65~69세,44,49.3
HDL,mg/dL,남,65~69세,45,49.6
HDL,mg/dL,남,65~69세,46,49.9
HDL,mg/dL,남,65~69세,47,50.3
HDL,mg/dL,남,65~69세,48,50.6
HDL,mg/dL,남,65~69세,49,51
HDL,mg/dL,남,65~69세,50,51.3
HDL,mg/dL,남,65~69세,51,51.7
HDL,mg/dL,남,65~69세,52,52.1
HDL,mg/dL,남,65~69세,53,52.4
HDL,mg/dL,남,65~69세,54,52.8
HDL,mg/dL,남,65~69세,55,53.2
HDL,mg/dL,남,65~69세,56,53.5
HDL,mg/dL,남,65~69세,57,53.9
HDL,mg/dL,남,65~69세,58,54.2
HDL,mg/dL,남,65~69세,59,54.6
HDL,mg/dL,남,65~69세,60,55
HDL,mg/dL,남,65~69세,61,55.3
HDL,mg/dL,남,65~69세,62,55.7
HDL,mg/dL,남,65~69세,63,56.1
HDL,mg/dL,남,65~69세,64,56.4
HDL,mg/dL,남,65~69세,65,56.8
HDL,mg/dL,남,65~69세,66,57.1
HDL,mg/dL,남,65~69세,67,57.5
HDL,mg/dL,남,65~69세,68,57.9
HDL,mg/dL,남,65~69세,69,58.2
HDL,mg/dL,남,65~69세,70,58.6
HDL,mg/dL,남,65~69세,71,58.9
HDL,mg/dL,남,65~69세,72,59.3
HDL,mg/dL,남,65~69세,73,59.7
HDL,mg/dL,남,65~69세,74,60.1
HDL,mg/dL,남,65~69세,75,60.7
HDL,mg/dL,남,65~69세,76,61.3
HDL,mg/dL,남,65~69세,77,62
HDL,mg/dL,남,65~69세,78,62.6
HDL,mg/dL,남,65~69세,79,63.3
HDL,mg/dL,남,65~69세,80,63.9
HDL,mg/dL,남,65~69세,81,64.5
HDL,mg/dL,남,65~69세,82,65.2
HDL,mg/dL,남,65~69세,83,65.8
HDL,mg/dL,남,65~69세,84,66.5
